APYGARDOS_NR,APYGARDOS_PAVADINIMAS,APYLINKES_NR,APYLINKES_PAVADINIMAS,RINKEJU_SKAICIUS,VISO_DALYVAVO,BALSADEZEJE_GALIOJANTYS,BALSADEZEJE_NEGALIOJANTYS,PASTU_GALIOJANTYS,PASTU_NEGALIOJANTYS,VARDAS,PAVARDE,PARTIJA,BALSU_BALSADEZEJE,BALSU_PASTU,BALSU_VISO,PAPILDOMO_PROTOKOLO_POZYMIS,RKND_V_AR_ISSIKELE_PATS,RPL_UNIKALUS_NUMERIS,SAV,Sugeneravimo data
42,Šakių rajono,13,Paluobių,425,255,199,2,54,0,ARVYDAS,JUOZAITIS,,4,2,6,,T,42013,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,13,Paluobių,425,255,199,2,54,0,MINDAUGAS,PUIDOKAS,,3,0,3,,T,42013,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,13,Paluobių,425,255,199,2,54,0,VALENTINAS,MAZURONIS,,2,1,3,,T,42013,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,13,Paluobių,425,255,199,2,54,0,NAGLIS,PUTEIKIS,,0,1,1,,T,42013,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,13,Paluobių,425,255,199,2,54,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,42013,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,GITANAS,NAUSĖDA,,181,66,247,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,INGRIDA,ŠIMONYTĖ,,129,61,190,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,SAULIUS,SKVERNELIS,,96,66,162,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,VYTENIS POVILAS,ANDRIUKAITIS,,23,9,32,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,ARVYDAS,JUOZAITIS,,14,10,24,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,MINDAUGAS,PUIDOKAS,,17,2,19,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,NAGLIS,PUTEIKIS,,8,4,12,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,VALENTINAS,MAZURONIS,,5,0,5,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,16,Kidulių,1364,700,474,3,222,1,VALDEMAR,TOMAŠEVSKI,,1,4,5,,T,42016,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,INGRIDA,ŠIMONYTĖ,,38,28,66,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,SAULIUS,SKVERNELIS,,40,16,56,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,GITANAS,NAUSĖDA,,39,15,54,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,VYTENIS POVILAS,ANDRIUKAITIS,,9,6,15,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,MINDAUGAS,PUIDOKAS,,6,3,9,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,ARVYDAS,JUOZAITIS,,5,3,8,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,NAGLIS,PUTEIKIS,,2,4,6,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,VALENTINAS,MAZURONIS,,3,0,3,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,17,Voverių,448,220,142,2,75,1,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,42017,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,GITANAS,NAUSĖDA,,98,26,124,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,INGRIDA,ŠIMONYTĖ,,85,19,104,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,SAULIUS,SKVERNELIS,,80,17,97,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,VYTENIS POVILAS,ANDRIUKAITIS,,17,2,19,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,ARVYDAS,JUOZAITIS,,12,0,12,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,MINDAUGAS,PUIDOKAS,,7,0,7,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,NAGLIS,PUTEIKIS,,3,0,3,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,VALENTINAS,MAZURONIS,,1,0,1,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,19,Sudargo,727,371,303,4,64,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,42019,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,INGRIDA,ŠIMONYTĖ,,95,23,118,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,GITANAS,NAUSĖDA,,102,11,113,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,SAULIUS,SKVERNELIS,,57,29,86,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,VYTENIS POVILAS,ANDRIUKAITIS,,23,9,32,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,ARVYDAS,JUOZAITIS,,20,5,25,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,MINDAUGAS,PUIDOKAS,,14,3,17,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,NAGLIS,PUTEIKIS,,7,1,8,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,VALDEMAR,TOMAŠEVSKI,,3,0,3,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,20,Kriūkų,829,407,322,4,81,0,VALENTINAS,MAZURONIS,,1,0,1,,T,42020,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,GITANAS,NAUSĖDA,,81,26,107,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,INGRIDA,ŠIMONYTĖ,,63,23,86,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,SAULIUS,SKVERNELIS,,32,16,48,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,VYTENIS POVILAS,ANDRIUKAITIS,,9,7,16,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,ARVYDAS,JUOZAITIS,,10,6,16,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,MINDAUGAS,PUIDOKAS,,8,4,12,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,VALENTINAS,MAZURONIS,,6,2,8,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,NAGLIS,PUTEIKIS,,1,3,4,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,21,Gerdžiūnų,622,300,210,0,88,2,VALDEMAR,TOMAŠEVSKI,,0,1,1,,T,42021,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,GITANAS,NAUSĖDA,,140,31,171,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,INGRIDA,ŠIMONYTĖ,,134,36,170,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,SAULIUS,SKVERNELIS,,84,26,110,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,MINDAUGAS,PUIDOKAS,,26,3,29,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,ARVYDAS,JUOZAITIS,,24,4,28,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,VYTENIS POVILAS,ANDRIUKAITIS,,24,3,27,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,NAGLIS,PUTEIKIS,,2,1,3,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,VALENTINAS,MAZURONIS,,2,1,3,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,22,Lekėčių,927,545,438,2,105,0,VALDEMAR,TOMAŠEVSKI,,2,0,2,,T,42022,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,GITANAS,NAUSĖDA,,53,11,64,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,INGRIDA,ŠIMONYTĖ,,38,11,49,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,SAULIUS,SKVERNELIS,,19,10,29,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,ARVYDAS,JUOZAITIS,,11,1,12,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,MINDAUGAS,PUIDOKAS,,8,1,9,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,VYTENIS POVILAS,ANDRIUKAITIS,,6,1,7,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,NAGLIS,PUTEIKIS,,4,0,4,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,VALENTINAS,MAZURONIS,,1,0,1,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,23,Mikytų,342,177,141,1,35,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,42023,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,GITANAS,NAUSĖDA,,194,53,247,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,INGRIDA,ŠIMONYTĖ,,168,72,240,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,SAULIUS,SKVERNELIS,,116,33,149,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,MINDAUGAS,PUIDOKAS,,45,11,56,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,ARVYDAS,JUOZAITIS,,41,4,45,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,VYTENIS POVILAS,ANDRIUKAITIS,,26,5,31,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,VALENTINAS,MAZURONIS,,3,2,5,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,NAGLIS,PUTEIKIS,,3,0,3,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,24,Lukšių,1399,779,598,1,180,0,VALDEMAR,TOMAŠEVSKI,,2,0,2,,T,42024,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,GITANAS,NAUSĖDA,,91,21,112,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,INGRIDA,ŠIMONYTĖ,,84,26,110,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,SAULIUS,SKVERNELIS,,34,20,54,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,VYTENIS POVILAS,ANDRIUKAITIS,,11,3,14,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,ARVYDAS,JUOZAITIS,,8,2,10,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,MINDAUGAS,PUIDOKAS,,9,1,10,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,NAGLIS,PUTEIKIS,,2,1,3,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,25,Liepalotų,569,319,241,4,74,0,VALENTINAS,MAZURONIS,,1,0,1,,T,42025,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,INGRIDA,ŠIMONYTĖ,,79,30,109,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,GITANAS,NAUSĖDA,,63,29,92,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,SAULIUS,SKVERNELIS,,66,12,78,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,ARVYDAS,JUOZAITIS,,9,3,12,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,NAGLIS,PUTEIKIS,,5,2,7,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,VALENTINAS,MAZURONIS,,2,4,6,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,VYTENIS POVILAS,ANDRIUKAITIS,,4,1,5,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,VALDEMAR,TOMAŠEVSKI,,5,0,5,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,26,Sintautų,512,323,237,3,82,1,MINDAUGAS,PUIDOKAS,,4,1,5,,T,42026,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,GITANAS,NAUSĖDA,,59,24,83,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,SAULIUS,SKVERNELIS,,59,17,76,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,INGRIDA,ŠIMONYTĖ,,31,17,48,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,VYTENIS POVILAS,ANDRIUKAITIS,,26,9,35,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,MINDAUGAS,PUIDOKAS,,11,1,12,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,ARVYDAS,JUOZAITIS,,6,5,11,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,VALENTINAS,MAZURONIS,,1,1,2,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,27,Veršių,453,268,194,0,74,0,NAGLIS,PUTEIKIS,,0,0,0,,T,42027,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,INGRIDA,ŠIMONYTĖ,,42,18,60,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,GITANAS,NAUSĖDA,,40,17,57,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,SAULIUS,SKVERNELIS,,23,6,29,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,VYTENIS POVILAS,ANDRIUKAITIS,,9,0,9,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,MINDAUGAS,PUIDOKAS,,4,4,8,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,ARVYDAS,JUOZAITIS,,6,0,6,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,VALDEMAR,TOMAŠEVSKI,,2,1,3,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,NAGLIS,PUTEIKIS,,1,0,1,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,28,Keturnaujienos,317,174,127,1,46,0,VALENTINAS,MAZURONIS,,0,0,0,,T,42028,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,GITANAS,NAUSĖDA,,56,24,80,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,INGRIDA,ŠIMONYTĖ,,32,19,51,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,SAULIUS,SKVERNELIS,,32,17,49,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,MINDAUGAS,PUIDOKAS,,14,2,16,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,VYTENIS POVILAS,ANDRIUKAITIS,,8,3,11,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,ARVYDAS,JUOZAITIS,,8,3,11,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,VALENTINAS,MAZURONIS,,4,0,4,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,NAGLIS,PUTEIKIS,,4,0,4,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,29,Žvirgždaičių,465,227,158,1,68,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,42029,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,SAULIUS,SKVERNELIS,,58,22,80,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,GITANAS,NAUSĖDA,,62,13,75,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,INGRIDA,ŠIMONYTĖ,,42,19,61,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,MINDAUGAS,PUIDOKAS,,19,5,24,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,VYTENIS POVILAS,ANDRIUKAITIS,,10,2,12,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,ARVYDAS,JUOZAITIS,,9,2,11,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,VALDEMAR,TOMAŠEVSKI,,5,0,5,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,NAGLIS,PUTEIKIS,,3,1,4,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,30,Slavikų,543,275,209,2,64,0,VALENTINAS,MAZURONIS,,1,0,1,,T,42030,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,GITANAS,NAUSĖDA,,66,20,86,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,INGRIDA,ŠIMONYTĖ,,35,36,71,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,SAULIUS,SKVERNELIS,,36,11,47,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,ARVYDAS,JUOZAITIS,,10,3,13,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,VYTENIS POVILAS,ANDRIUKAITIS,,9,2,11,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,MINDAUGAS,PUIDOKAS,,9,2,11,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,VALENTINAS,MAZURONIS,,0,1,1,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,31,Gotlybiškių,457,243,167,1,75,0,NAGLIS,PUTEIKIS,,1,0,1,,T,42031,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,GITANAS,NAUSĖDA,,56,23,79,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,SAULIUS,SKVERNELIS,,36,16,52,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,INGRIDA,ŠIMONYTĖ,,34,11,45,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,ARVYDAS,JUOZAITIS,,10,7,17,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,VYTENIS POVILAS,ANDRIUKAITIS,,4,2,6,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,NAGLIS,PUTEIKIS,,5,0,5,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,MINDAUGAS,PUIDOKAS,,4,0,4,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,VALENTINAS,MAZURONIS,,0,0,0,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,33,Išdagų,465,210,149,2,59,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,42033,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,GITANAS,NAUSĖDA,,99,56,155,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,INGRIDA,ŠIMONYTĖ,,86,41,127,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,SAULIUS,SKVERNELIS,,50,26,76,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,ARVYDAS,JUOZAITIS,,19,8,27,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,VYTENIS POVILAS,ANDRIUKAITIS,,20,3,23,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,MINDAUGAS,PUIDOKAS,,11,2,13,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,NAGLIS,PUTEIKIS,,5,2,7,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
42,Šakių rajono,34,Giedručių,782,434,291,2,140,1,VALENTINAS,MAZURONIS,,1,2,3,,T,42034,Šakių rajono savivaldybė,2019-05-16 15:45
