APYGARDOS_NR,APYGARDOS_PAVADINIMAS,APYLINKES_NR,APYLINKES_PAVADINIMAS,RINKEJU_SKAICIUS,VISO_DALYVAVO,BALSADEZEJE_GALIOJANTYS,BALSADEZEJE_NEGALIOJANTYS,PASTU_GALIOJANTYS,PASTU_NEGALIOJANTYS,VARDAS,PAVARDE,PARTIJA,BALSU_BALSADEZEJE,BALSU_PASTU,BALSU_VISO,PAPILDOMO_PROTOKOLO_POZYMIS,RKND_V_AR_ISSIKELE_PATS,RPL_UNIKALUS_NUMERIS,SAV,Sugeneravimo data
18,Kelmės rajono,27,Pašilės,254,126,85,0,41,0,VYTENIS POVILAS,ANDRIUKAITIS,,6,1,7,,T,18027,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,27,Pašilės,254,126,85,0,41,0,MINDAUGAS,PUIDOKAS,,5,2,7,,T,18027,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,27,Pašilės,254,126,85,0,41,0,VALENTINAS,MAZURONIS,,1,0,1,,T,18027,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,27,Pašilės,254,126,85,0,41,0,NAGLIS,PUTEIKIS,,0,0,0,,T,18027,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,27,Pašilės,254,126,85,0,41,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,18027,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,GITANAS,NAUSĖDA,,31,9,40,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,SAULIUS,SKVERNELIS,,23,15,38,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,INGRIDA,ŠIMONYTĖ,,18,4,22,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,ARVYDAS,JUOZAITIS,,3,1,4,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,VYTENIS POVILAS,ANDRIUKAITIS,,2,0,2,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,NAGLIS,PUTEIKIS,,1,0,1,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,MINDAUGAS,PUIDOKAS,,1,0,1,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,VALENTINAS,MAZURONIS,,1,0,1,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,28,Pavėžupio,212,110,81,0,29,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,18028,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,SAULIUS,SKVERNELIS,,57,19,76,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,GITANAS,NAUSĖDA,,49,19,68,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,INGRIDA,ŠIMONYTĖ,,19,9,28,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,VYTENIS POVILAS,ANDRIUKAITIS,,25,1,26,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,MINDAUGAS,PUIDOKAS,,3,1,4,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,ARVYDAS,JUOZAITIS,,2,0,2,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,VALENTINAS,MAZURONIS,,2,0,2,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,NAGLIS,PUTEIKIS,,2,0,2,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,29,Petrališkės,368,209,160,0,49,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,18029,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,SAULIUS,SKVERNELIS,,59,11,70,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,GITANAS,NAUSĖDA,,34,7,41,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,INGRIDA,ŠIMONYTĖ,,9,5,14,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,ARVYDAS,JUOZAITIS,,7,0,7,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,VYTENIS POVILAS,ANDRIUKAITIS,,5,0,5,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,MINDAUGAS,PUIDOKAS,,3,0,3,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,NAGLIS,PUTEIKIS,,0,0,0,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,VALENTINAS,MAZURONIS,,0,0,0,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,30,Stulgių,317,140,117,0,23,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,18030,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,SAULIUS,SKVERNELIS,,57,5,62,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,GITANAS,NAUSĖDA,,36,5,41,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,INGRIDA,ŠIMONYTĖ,,26,3,29,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,VYTENIS POVILAS,ANDRIUKAITIS,,8,2,10,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,ARVYDAS,JUOZAITIS,,9,0,9,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,VALENTINAS,MAZURONIS,,2,0,2,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,MINDAUGAS,PUIDOKAS,,2,0,2,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,NAGLIS,PUTEIKIS,,1,0,1,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,31,Šaltenių,313,158,141,2,15,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,18031,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,GITANAS,NAUSĖDA,,110,23,133,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,SAULIUS,SKVERNELIS,,100,19,119,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,INGRIDA,ŠIMONYTĖ,,61,16,77,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,VYTENIS POVILAS,ANDRIUKAITIS,,21,5,26,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,ARVYDAS,JUOZAITIS,,17,2,19,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,VALENTINAS,MAZURONIS,,4,1,5,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,MINDAUGAS,PUIDOKAS,,5,0,5,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,VALDEMAR,TOMAŠEVSKI,,4,0,4,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,32,Šaukėnų,903,395,324,4,66,1,NAGLIS,PUTEIKIS,,2,0,2,,T,18032,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,GITANAS,NAUSĖDA,,45,6,51,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,SAULIUS,SKVERNELIS,,37,7,44,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,VYTENIS POVILAS,ANDRIUKAITIS,,13,6,19,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,INGRIDA,ŠIMONYTĖ,,9,6,15,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,ARVYDAS,JUOZAITIS,,5,1,6,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,MINDAUGAS,PUIDOKAS,,4,1,5,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,NAGLIS,PUTEIKIS,,3,1,4,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,33,Šedbarų,316,145,117,0,28,0,VALENTINAS,MAZURONIS,,0,0,0,,T,18033,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,GITANAS,NAUSĖDA,,77,20,97,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,SAULIUS,SKVERNELIS,,75,12,87,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,INGRIDA,ŠIMONYTĖ,,61,23,84,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,VYTENIS POVILAS,ANDRIUKAITIS,,23,5,28,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,ARVYDAS,JUOZAITIS,,17,1,18,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,MINDAUGAS,PUIDOKAS,,9,0,9,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,NAGLIS,PUTEIKIS,,1,4,5,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,VALENTINAS,MAZURONIS,,1,0,1,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,34,Durpyno,723,334,264,3,65,2,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,18034,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,GITANAS,NAUSĖDA,,183,39,222,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,SAULIUS,SKVERNELIS,,171,32,203,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,INGRIDA,ŠIMONYTĖ,,149,40,189,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,VYTENIS POVILAS,ANDRIUKAITIS,,37,4,41,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,ARVYDAS,JUOZAITIS,,30,7,37,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,MINDAUGAS,PUIDOKAS,,11,2,13,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,NAGLIS,PUTEIKIS,,4,1,5,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,VALENTINAS,MAZURONIS,,3,0,3,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,35,Tytuvėnų,1309,718,590,2,125,1,VALDEMAR,TOMAŠEVSKI,,2,0,2,,T,18035,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,SAULIUS,SKVERNELIS,,161,87,248,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,GITANAS,NAUSĖDA,,123,43,166,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,INGRIDA,ŠIMONYTĖ,,63,43,106,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,VYTENIS POVILAS,ANDRIUKAITIS,,24,6,30,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,ARVYDAS,JUOZAITIS,,19,1,20,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,MINDAUGAS,PUIDOKAS,,4,1,5,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,NAGLIS,PUTEIKIS,,3,1,4,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,VALENTINAS,MAZURONIS,,2,1,3,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,36,Užvenčio,1182,588,402,0,183,3,VALDEMAR,TOMAŠEVSKI,,3,0,3,,T,18036,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,SAULIUS,SKVERNELIS,,50,13,63,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,GITANAS,NAUSĖDA,,32,13,45,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,INGRIDA,ŠIMONYTĖ,,17,22,39,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,VYTENIS POVILAS,ANDRIUKAITIS,,11,1,12,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,ARVYDAS,JUOZAITIS,,10,0,10,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,MINDAUGAS,PUIDOKAS,,4,1,5,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,VALDEMAR,TOMAŠEVSKI,,2,0,2,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,VALENTINAS,MAZURONIS,,0,0,0,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,37,Vaiguvos,439,177,126,1,50,0,NAGLIS,PUTEIKIS,,0,0,0,,T,18037,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,SAULIUS,SKVERNELIS,,44,11,55,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,GITANAS,NAUSĖDA,,42,10,52,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,INGRIDA,ŠIMONYTĖ,,16,7,23,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,VYTENIS POVILAS,ANDRIUKAITIS,,8,2,10,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,ARVYDAS,JUOZAITIS,,7,1,8,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,VALENTINAS,MAZURONIS,,2,0,2,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,MINDAUGAS,PUIDOKAS,,2,0,2,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,38,Valpainių,357,154,122,1,31,0,NAGLIS,PUTEIKIS,,0,0,0,,T,18038,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,GITANAS,NAUSĖDA,,56,14,70,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,SAULIUS,SKVERNELIS,,55,15,70,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,INGRIDA,ŠIMONYTĖ,,27,8,35,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,VYTENIS POVILAS,ANDRIUKAITIS,,22,5,27,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,ARVYDAS,JUOZAITIS,,16,1,17,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,MINDAUGAS,PUIDOKAS,,4,0,4,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,VALENTINAS,MAZURONIS,,2,0,2,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,NAGLIS,PUTEIKIS,,1,0,1,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,39,Verpenos,489,228,183,1,43,1,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,18039,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,GITANAS,NAUSĖDA,,45,15,60,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,SAULIUS,SKVERNELIS,,26,16,42,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,INGRIDA,ŠIMONYTĖ,,26,11,37,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,VYTENIS POVILAS,ANDRIUKAITIS,,8,4,12,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,ARVYDAS,JUOZAITIS,,3,4,7,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,NAGLIS,PUTEIKIS,,3,1,4,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,MINDAUGAS,PUIDOKAS,,1,0,1,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,40,Vidsodžio,418,165,113,0,51,1,VALENTINAS,MAZURONIS,,0,0,0,,T,18040,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,SAULIUS,SKVERNELIS,,38,21,59,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,GITANAS,NAUSĖDA,,21,7,28,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,VYTENIS POVILAS,ANDRIUKAITIS,,12,2,14,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,INGRIDA,ŠIMONYTĖ,,10,3,13,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,MINDAUGAS,PUIDOKAS,,3,2,5,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,ARVYDAS,JUOZAITIS,,5,0,5,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,NAGLIS,PUTEIKIS,,2,1,3,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,VALDEMAR,TOMAŠEVSKI,,1,0,1,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
18,Kelmės rajono,41,Žalpių,271,129,92,0,36,1,VALENTINAS,MAZURONIS,,0,0,0,,T,18041,Kelmės rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,SAULIUS,SKVERNELIS,,20,9,29,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,GITANAS,NAUSĖDA,,16,5,21,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,INGRIDA,ŠIMONYTĖ,,2,2,4,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,MINDAUGAS,PUIDOKAS,,3,1,4,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,VYTENIS POVILAS,ANDRIUKAITIS,,4,0,4,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,ARVYDAS,JUOZAITIS,,3,0,3,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,VALENTINAS,MAZURONIS,,1,0,1,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,VALDEMAR,TOMAŠEVSKI,,0,0,0,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,1,Angirių,139,67,49,1,17,0,NAGLIS,PUTEIKIS,,0,0,0,,T,19001,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,GITANAS,NAUSĖDA,,79,14,93,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,INGRIDA,ŠIMONYTĖ,,56,30,86,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,SAULIUS,SKVERNELIS,,36,13,49,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,MINDAUGAS,PUIDOKAS,,7,5,12,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,ARVYDAS,JUOZAITIS,,9,0,9,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,VYTENIS POVILAS,ANDRIUKAITIS,,7,1,8,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,VALENTINAS,MAZURONIS,,7,0,7,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,NAGLIS,PUTEIKIS,,5,1,6,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,2,Aristavos,568,274,206,3,65,0,VALDEMAR,TOMAŠEVSKI,,0,1,1,,T,19002,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,3,Ažytėnų,310,178,137,3,38,0,GITANAS,NAUSĖDA,,59,14,73,,T,19003,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,3,Ažytėnų,310,178,137,3,38,0,INGRIDA,ŠIMONYTĖ,,26,11,37,,T,19003,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,3,Ažytėnų,310,178,137,3,38,0,SAULIUS,SKVERNELIS,,29,7,36,,T,19003,Kėdainių rajono savivaldybė,2019-05-16 15:45
19,Kėdainių rajono,3,Ažytėnų,310,178,137,3,38,0,ARVYDAS,JUOZAITIS,,14,1,15,,T,19003,Kėdainių rajono savivaldybė,2019-05-16 15:45
